		[all transactions]	0.002	1.7881037237737947	21.27	28788	1	0.003473669584549118	21.759637188208618	2.747868188675517	1.4300320822542614	0.49	9.0735	10.4585
PROD_BYOD_02052020	Actions	Visible_BYOD_Homepage_Ex	0.002	0.0036299638989169677	0.016	554	0	0.0	0.41874527588813304	0.001374754687489343	0.003533066132264529	0.003	0.006	0.007
PROD_BYOD_02052020	Actions	Visible_BYOD_T01_HomePage	0.27	0.3426900900900901	0.727	555	0	0.0	0.41950113378684806	0.05543125917067509	0.3358877755511022	0.332	0.444	0.578
PROD_BYOD_02052020	Actions	Visible_BYOD_T02_Plan	0.182	0.22580324909747293	0.478	554	0	0.0	0.41874527588813304	0.046546357747246365	0.2180878243512974	0.213	0.341	0.423
PROD_BYOD_02052020	Actions	Visible_BYOD_T03_Bringyourown	0.216	0.2968994614003591	0.822	557	0	0.0	0.42101284958427815	0.06764259076313893	0.2891765873015873	0.281	0.422	0.547
PROD_BYOD_02052020	Actions	Visible_BYOD_T04_CheckIMEI	0.27	0.3502821428571428	1.478	560	0	0.0	0.42328042328042326	0.08180596440282996	0.3408019801980198	0.335	0.464	0.601
PROD_BYOD_02052020	Actions	Visible_BYOD_T05_Compatible_CT	0.102	0.13337142857142856	0.608	560	0	0.0	0.42328042328042326	0.028392842293465087	0.13100396825396826	0.13	0.162	0.19
PROD_BYOD_02052020	Actions	Visible_BYOD_T06_Summary_CT	0.006	0.016212499999999998	0.066	560	0	0.0	0.42328042328042326	0.010134647811647045	0.015600798403193613	0.01	0.035	0.039
PROD_BYOD_02052020	Actions	Visible_BYOD_T07_CreateAccount	7.186	8.4795	11.028	558	0	0.0	0.4217687074829932	0.6507633362194578	8.441861829025845	8.3805	9.714	10.4185
PROD_BYOD_02052020	Actions	Visible_BYOD_T08_Address_next	0.08	0.8397222222222221	1.952	558	0	0.0	0.4217687074829932	0.3674215149918508	0.845109561752988	0.951	1.2095	1.553
PROD_BYOD_02052020	Actions	Visible_BYOD_T09_Address_verification	1.405	7.440088129496403	18.469	556	0	0.0	0.42025699168556313	2.76619553793687	7.518641716566866	8.781	10.1185	11.99
PROD_BYOD_02052020	Actions	Visible_BYOD_T10_keepurnumber	0.245	0.3076528776978417	0.922	556	0	0.0	0.42025699168556313	0.057691269423382985	0.29991783567134267	0.283	0.403	0.49
PROD_BYOD_02052020	Actions	Visible_BYOD_T11_AccountDetails	1.817	2.136691891891892	3.858	555	0	0.0	0.41950113378684806	0.2702438895835557	2.1015828343313374	2.0635	2.599	3.3465
PROD_BYOD_02052020	Actions	Visible_BYOD_T12_Onyourway	0.157	0.261886690647482	1.052	556	0	0.0	0.42025699168556313	0.06341562971023224	0.2567434869739479	0.258	0.328	0.476
PROD_BYOD_02052020	Actions	Visible_BYOD_T13_Signout	0.868	1.0374530685920578	1.977	554	0	0.0	0.41874527588813304	0.12567178444536967	1.0256172344689378	1.0075	1.2815	1.4495
PROD_Device_Flow_02052020	Actions	Visible_Device_Homepage_Ex	0.002	0.0036353790613718414	0.01	554	0	0.0	0.41874527588813304	0.001195160086192316	0.0035722891566265062	0.004	0.006	0.006
PROD_Device_Flow_02052020	Actions	Visible_Device_T01_HomePage	0.27	0.34609549549549545	0.679	555	0	0.0	0.41950113378684806	0.054773986689800866	0.339425702811245	0.334	0.459	0.576
PROD_Device_Flow_02052020	Actions	Visible_Device_T02_ShopPage	0.677	0.8462581227436823	1.513	554	0	0.0	0.41874527588813304	0.10697391349121552	0.839784	0.834	1.0375	1.1895
PROD_Device_Flow_02052020	Actions	Visible_Device_T03_SelectPhone	0.364	0.45298561151079136	2.021	556	0	0.0	0.42025699168556313	0.1057503345402084	0.43953212851405626	0.427	0.623	0.847
PROD_Device_Flow_02052020	Actions	Visible_Device_T04_ProductDetails_protect	0.23	0.295629963898917	0.717	554	0	0.0	0.41874527588813304	0.06592771914696964	0.28650299401197604	0.281	0.471	0.547
PROD_Device_Flow_02052020	Actions	Visible_Device_T05_Addtobag	0.352	0.42580824372759857	1.213	558	0	0.0	0.4217687074829932	0.06593761302605503	0.41677534791252485	0.412	0.537	0.658
PROD_Device_Flow_02052020	Actions	Visible_Device_T06_Addtobag_Continue	0.006	0.015463327370304114	0.041	559	0	0.0	0.42252456538170824	0.009722241202758186	0.014819639278557114	0.01	0.034	0.04
PROD_Device_Flow_02052020	Actions	Visible_Device_T07_Createacct	7.198	9.041372972972972	14.686	555	0	0.0	0.41950113378684806	1.1779667271990333	8.953048	8.713	11.4195	12.2055
PROD_Device_Flow_02052020	Actions	Visible_Device_T08_AddressNext	0.085	0.8810648648648648	1.826	555	0	0.0	0.41950113378684806	0.34381509604649424	0.893062874251497	0.966	1.2595	1.4695
PROD_Device_Flow_02052020	Actions	Visible_Device_T09_ConfirmAddress	1.807	8.353561371841154	21.27	554	0	0.0	0.41874527588813304	3.108853281128384	8.449998997995992	9.923	11.3535	12.768
PROD_Device_Flow_02052020	Actions	Visible_Device_T10_keepurnumber	0.428	0.7083935018050541	1.281	554	1	0.18050541516245489	0.41874527588813304	0.10092415181520321	0.6967279999999999	0.683	0.922	1.0755
PROD_Device_Flow_02052020	Actions	Visible_Device_T11_Protin_AccountDetails	2.124	2.5929837545126353	6.69	554	0	0.0	0.41874527588813304	0.4677695832981243	2.5180383064516128	2.4755	3.1245	5.1065
PROD_Device_Flow_02052020	Actions	Visible_Device_T12_Onyourway	0.177	0.6170180831826401	1.079	553	0	0.0	0.41798941798941797	0.13431601596013035	0.620307847082495	0.627	0.796	0.95
PROD_Device_Flow_02052020	Actions	Visible_Device_T13_Signout	0.462	0.5635895117540687	1.093	553	0	0.0	0.41798941798941797	0.09689020861426761	0.5506257545271629	0.531	0.75	0.961
